% contact : Philip Gentry
% he said this is T2LT from MSU, and is the anomaly from seasonal averages
%Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48
 1988  4 -0.05  0.01 -0.09 -0.24 -0.08 -0.38  0.13  0.19  0.12  0.09  0.23  0.02 -0.41 -0.19 -0.68  0.16  0.18  0.16 -1.62 -1.43 -1.93  0.35  0.10  0.56  0.08
 1988  5  0.01  0.06 -0.02  0.08 -0.02  0.17 -0.05  0.21 -0.14  0.14  0.23  0.10  0.05 -0.10  0.23 -0.16  0.20 -0.25  0.12 -0.24  0.69  0.12  0.70 -0.33 -0.05
 1988  6  0.04  0.17 -0.04  0.07  0.13  0.01  0.01  0.25 -0.07 -0.09 -0.01 -0.13  0.14  0.15  0.13  0.07  0.52 -0.05 -0.03 -0.01 -0.05  0.38  1.11 -0.20  0.89
 1988  7  0.12  0.23  0.05  0.19  0.33  0.06  0.04  0.03  0.05 -0.03  0.00 -0.04  0.34  0.46  0.18  0.05  0.00  0.07  0.49  0.51  0.47 -0.06 -0.53  0.31  0.16
 1988  8  0.08  0.31 -0.05  0.20  0.26  0.13 -0.03  0.41 -0.17 -0.01  0.04 -0.04  0.34  0.38  0.29 -0.07  0.58 -0.25  0.07  0.03  0.13  1.19  1.48  0.96  0.73
 1988  9  0.16  0.46 -0.02  0.16  0.41 -0.08  0.15  0.55  0.02 -0.01  0.14 -0.09  0.29  0.56 -0.05  0.20  0.72  0.06  0.18  0.71 -0.66  0.61  0.81  0.45  0.60
 1988 10  0.00  0.28 -0.16  0.06  0.14 -0.02 -0.05  0.57 -0.26 -0.11  0.10 -0.22  0.15  0.19  0.09 -0.02  0.85 -0.25 -0.17  0.07 -0.55  0.87  1.52  0.36 -0.32
 1988 11 -0.19 -0.22 -0.17 -0.28 -0.24 -0.31 -0.10 -0.20 -0.07 -0.44 -0.29 -0.52 -0.20 -0.22 -0.16  0.09 -0.11  0.14 -1.01 -0.85 -1.27 -0.08 -0.23  0.04 -0.07
 1988 12 -0.22 -0.07 -0.31 -0.29  0.04 -0.61 -0.15 -0.27 -0.10 -0.69 -0.47 -0.80 -0.08  0.20 -0.43  0.13 -0.10  0.19 -0.36  0.28 -1.37  0.30 -0.45  0.89 -0.14
 1989  1 -0.44 -0.56 -0.37 -0.55 -0.57 -0.54 -0.32 -0.52 -0.25 -0.55 -0.42 -0.62 -0.56 -0.63 -0.47 -0.19 -0.59 -0.09 -2.62 -2.56 -2.72 -0.42 -0.66 -0.24  0.91
 1989  2 -0.29 -0.44 -0.20 -0.35 -0.48 -0.23 -0.23 -0.35 -0.19 -0.67 -0.58 -0.72 -0.15 -0.42  0.19 -0.03 -0.25  0.02 -0.14  0.27 -0.79 -0.17 -0.39  0.00 -1.33
 1989  3 -0.31 -0.21 -0.37 -0.30 -0.09 -0.51 -0.32 -0.44 -0.28 -0.75 -0.76 -0.74 -0.03  0.17 -0.27 -0.14 -0.26 -0.11 -0.26  0.06 -0.78 -0.30 -0.55 -0.09  0.81
 1989  4 -0.22 -0.15 -0.26 -0.17 -0.12 -0.23 -0.26 -0.22 -0.28 -0.49 -0.41 -0.53  0.00 -0.05  0.06 -0.15  0.00 -0.19  0.31  0.23  0.43 -0.17  0.02 -0.32  0.45
 1989  5 -0.30 -0.35 -0.28 -0.26 -0.21 -0.31 -0.35 -0.61 -0.26 -0.51 -0.49 -0.52 -0.13 -0.11 -0.16 -0.27 -0.75 -0.14 -0.80 -0.63 -1.07 -1.51 -2.31 -0.88  0.05
 1989  6 -0.27 -0.33 -0.24 -0.21 -0.15 -0.27 -0.33 -0.69 -0.21 -0.48 -0.32 -0.55 -0.10 -0.10 -0.09 -0.24 -0.96 -0.04 -0.30 -0.03 -0.73 -1.36 -2.26 -0.64 -0.11
 1989  7 -0.17 -0.15 -0.19 -0.11  0.00 -0.22 -0.23 -0.42 -0.17 -0.34 -0.27 -0.38 -0.01  0.07 -0.11 -0.16 -0.52 -0.06 -0.18 -0.07 -0.36 -0.25 -0.71  0.11  0.20
 1989  8 -0.14 -0.13 -0.15 -0.16 -0.16 -0.16 -0.12 -0.06 -0.14 -0.29 -0.24 -0.32 -0.09 -0.13 -0.03 -0.03  0.09 -0.06 -0.04 -0.19  0.21  0.45  0.65  0.28 -0.68
 1989  9 -0.06  0.06 -0.14 -0.04  0.03 -0.12 -0.08  0.12 -0.15 -0.23 -0.11 -0.29  0.06  0.08  0.05 -0.01  0.30 -0.10 -0.19 -0.13 -0.28  0.53  1.05  0.11  0.02
 1989 10 -0.08  0.08 -0.17 -0.07  0.03 -0.17 -0.08  0.17 -0.17 -0.18 -0.12 -0.21 -0.01  0.10 -0.14 -0.04  0.37 -0.15 -0.61 -0.49 -0.81  0.30  0.76 -0.06  0.13
 1989 11 -0.18 -0.37 -0.07 -0.34 -0.47 -0.21 -0.02 -0.18  0.03 -0.03  0.06 -0.08 -0.49 -0.64 -0.31 -0.02 -0.41  0.08 -1.28 -1.09 -1.59 -0.66 -1.02 -0.38 -0.01
 1989 12 -0.02  0.09 -0.08 -0.14 -0.03 -0.24  0.10  0.32  0.03 -0.25 -0.20 -0.28 -0.10  0.03 -0.26  0.30  0.73  0.19  0.07  0.24 -0.21  0.93  1.61  0.38 -1.59
 1990  1 -0.11 -0.25 -0.03 -0.23 -0.43 -0.05  0.02  0.10 -0.01 -0.21 -0.13 -0.25 -0.27 -0.54  0.09  0.16  0.33  0.11 -0.77 -1.73  0.75  0.76  0.72  0.79  1.38
 1990  2 -0.24 -0.27 -0.23 -0.23 -0.17 -0.29 -0.26 -0.46 -0.19 -0.32 -0.36 -0.30 -0.15 -0.05 -0.28 -0.25 -0.69 -0.14 -1.73 -1.92 -1.43 -0.46 -0.33 -0.56  0.34
 1990  3 -0.01  0.23 -0.15  0.12  0.47 -0.21 -0.14 -0.24 -0.11 -0.18 -0.23 -0.16  0.29  0.76 -0.30 -0.14 -0.41 -0.06 -0.47  0.37 -1.81 -0.96 -1.00 -0.92  1.02
 1990  4 -0.10 -0.08 -0.12 -0.13 -0.10 -0.15 -0.08 -0.04 -0.09 -0.02  0.07 -0.06 -0.19 -0.15 -0.24 -0.10 -0.13 -0.10 -0.21  0.16 -0.79  0.07  0.09  0.05  0.46
 1990  5  0.02  0.04  0.00  0.04 -0.04  0.12 -0.01  0.19 -0.08 -0.01  0.00 -0.01  0.05 -0.05  0.19  0.00  0.35 -0.09 -0.09 -0.31  0.27  0.36  0.91 -0.09 -0.85
 1990  6  0.04  0.01  0.05  0.18  0.21  0.15 -0.11 -0.37 -0.02  0.03  0.08  0.01  0.24  0.24  0.24 -0.16 -0.70 -0.02  0.07 -0.09  0.32 -1.16 -1.61 -0.80  0.70
 1990  7 -0.03  0.00 -0.04 -0.07 -0.08 -0.06  0.02  0.16 -0.03 -0.17 -0.21 -0.16 -0.01 -0.04  0.02  0.12  0.48  0.02 -0.05 -0.04 -0.07  1.55  1.81  1.34 -0.36
 1990  8 -0.05 -0.16  0.01 -0.04 -0.13  0.05 -0.07 -0.22 -0.01 -0.05 -0.03 -0.06 -0.08 -0.20  0.08 -0.03 -0.27  0.03 -0.10 -0.52  0.57 -0.56 -0.71 -0.43 -0.44
 1990  9 -0.12 -0.19 -0.09 -0.09 -0.09 -0.08 -0.16 -0.39 -0.09 -0.07 -0.10 -0.06 -0.11 -0.12 -0.10 -0.19 -0.53 -0.10 -0.50 -0.82  0.01 -0.58 -0.80 -0.41  1.05
 1990 10  0.01  0.08 -0.03  0.02  0.02  0.03  0.00  0.19 -0.06  0.06  0.14  0.02  0.00 -0.03  0.03 -0.03  0.24 -0.10 -1.09 -1.04 -1.16 -0.35  0.08 -0.69  0.17
 1990 11  0.20  0.30  0.15  0.15  0.19  0.11  0.26  0.50  0.18  0.15  0.23  0.11  0.15  0.18  0.10  0.32  0.71  0.21 -2.16 -2.16 -2.16  0.20  0.46 -0.02  1.42
 1990 12  0.13  0.23  0.07  0.09  0.13  0.06  0.17  0.42  0.08  0.09  0.16  0.05  0.08  0.08  0.09  0.22  0.74  0.08 -1.39 -1.12 -1.83  0.68  1.05  0.38 -0.24
 1991  1  0.02 -0.09  0.09 -0.02 -0.15  0.09  0.07  0.02  0.09  0.16  0.14  0.17 -0.13 -0.26  0.02  0.04 -0.03  0.06 -0.18 -0.07 -0.35 -0.25 -0.21 -0.28 -0.79
 1991  2  0.06  0.15  0.00  0.00 -0.05  0.05  0.12  0.56 -0.03  0.14  0.15  0.14 -0.08 -0.12 -0.02  0.11  0.88 -0.10  0.11 -0.05  0.36  0.93  1.49  0.48  1.78
 1991  3  0.17  0.04  0.25  0.23  0.12  0.34  0.11 -0.10  0.19  0.15  0.14  0.15  0.24  0.08  0.44  0.13 -0.21  0.23 -0.02 -0.45  0.66 -0.44 -0.65 -0.28 -0.18
 1991  4  0.02  0.22 -0.10  0.03  0.19 -0.12  0.01  0.28 -0.08 -0.01 -0.06  0.02  0.03  0.24 -0.24  0.05  0.66 -0.12 -0.36  0.46 -1.66  0.96  1.58  0.48  0.19
 1991  5  0.08  0.06  0.10  0.20  0.12  0.27 -0.03 -0.05 -0.02  0.14  0.05  0.18  0.23  0.15  0.34 -0.12 -0.15 -0.11  0.31  0.44  0.09 -0.27 -0.77  0.13  0.90
 1991  6  0.28  0.38  0.22  0.25  0.29  0.21  0.31  0.54  0.23  0.29  0.32  0.28  0.23  0.28  0.17  0.31  0.75  0.19  0.13  0.38 -0.26  0.95  1.46  0.55 -0.16
 1991  7  0.12  0.25  0.04  0.14  0.17  0.12  0.09  0.42 -0.01  0.08  0.05  0.09  0.19  0.20  0.17  0.10  0.72 -0.07  0.53  0.51  0.57  1.08  1.71  0.58 -0.18
 1991  8  0.14  0.23  0.09  0.12  0.11  0.13  0.16  0.47  0.05 -0.01 -0.05  0.01  0.20  0.18  0.21  0.24  0.85  0.08  0.21  0.19  0.23  1.10  1.73  0.60  0.08
 1991  9 -0.05  0.07 -0.12  0.02  0.03  0.01 -0.12  0.16 -0.21  0.05  0.00  0.08 -0.02  0.01 -0.05 -0.19  0.38 -0.35  0.26  0.20  0.36  0.26  0.88 -0.24  0.10
 1991 10 -0.16 -0.15 -0.17 -0.10 -0.14 -0.07 -0.23 -0.17 -0.24 -0.36 -0.44 -0.31  0.04 -0.05  0.15 -0.17  0.06 -0.23 -0.62 -0.43 -0.92  0.29  0.13  0.42  0.26
 1991 11 -0.21 -0.16 -0.25 -0.14 -0.10 -0.18 -0.29 -0.27 -0.30 -0.22 -0.30 -0.18 -0.11 -0.04 -0.20 -0.31 -0.22 -0.34 -0.60  0.01 -1.57  0.05  0.16 -0.04 -0.61
 1991 12 -0.21 -0.21 -0.20 -0.29 -0.37 -0.20 -0.13  0.10 -0.20 -0.13 -0.23 -0.07 -0.34 -0.39 -0.28 -0.15  0.30 -0.27 -1.14 -1.06 -1.27  1.45  2.10  0.93  1.23
 1992  1 -0.14 -0.10 -0.15 -0.18 -0.12 -0.25 -0.09 -0.07 -0.09 -0.16 -0.36 -0.06 -0.15  0.05 -0.41 -0.09 -0.07 -0.10 -0.30  0.08 -0.92  0.44  0.39  0.48  0.60
 1992  2 -0.23 -0.23 -0.23 -0.22 -0.31 -0.13 -0.25 -0.09 -0.30 -0.02 -0.23  0.09 -0.30 -0.29 -0.32 -0.39 -0.10 -0.46 -0.43 -0.12 -0.92  0.20  0.10  0.28  1.05
 1992  3 -0.12 -0.18 -0.09 -0.23 -0.32 -0.15 -0.01  0.09 -0.05  0.12  0.04  0.16 -0.42 -0.43 -0.40 -0.07  0.10 -0.12  0.06  0.10 -0.02  0.12  0.10  0.14 -0.08
 1992  4 -0.29 -0.46 -0.19 -0.47 -0.65 -0.29 -0.11 -0.08 -0.12  0.10  0.04  0.13 -0.76 -0.87 -0.61 -0.22 -0.20 -0.22 -1.58 -1.78 -1.27  0.09  0.00  0.16  0.59
 1992  5 -0.27 -0.43 -0.17 -0.54 -0.70 -0.37  0.00  0.10 -0.03 -0.03  0.01 -0.05 -0.76 -0.88 -0.60 -0.02  0.04 -0.04 -1.73 -1.51 -2.07  0.74  0.88  0.64  0.35
 1992  6 -0.25 -0.40 -0.16 -0.45 -0.66 -0.25 -0.05  0.09 -0.10  0.02 -0.01  0.03 -0.70 -0.86 -0.49 -0.08  0.15 -0.14 -1.13 -1.27 -0.91  0.53  0.75  0.35 -0.47
 1992  7 -0.40 -0.58 -0.30 -0.63 -0.85 -0.42 -0.18 -0.05 -0.22 -0.33 -0.40 -0.29 -0.78 -1.00 -0.50 -0.11  0.22 -0.20 -1.08 -1.09 -1.07  0.30  0.54  0.11 -1.46
 1992  8 -0.47 -0.53 -0.43 -0.54 -0.61 -0.48 -0.39 -0.38 -0.40 -0.28 -0.39 -0.22 -0.68 -0.67 -0.70 -0.45 -0.40 -0.47 -1.06 -0.75 -1.56 -0.21  0.13 -0.49 -1.40
 1992  9 -0.47 -0.78 -0.29 -0.45 -0.69 -0.22 -0.49 -0.95 -0.34 -0.34 -0.42 -0.30 -0.53 -0.78 -0.22 -0.55 -1.36 -0.33 -0.82 -1.12 -0.36 -1.42 -2.04 -0.92 -0.03
 1992 10 -0.25 -0.38 -0.18 -0.30 -0.38 -0.22 -0.20 -0.38 -0.15 -0.21 -0.21 -0.20 -0.36 -0.43 -0.28 -0.19 -0.51 -0.10 -0.92 -1.01 -0.78 -0.42 -0.43 -0.42  0.31
 1992 11 -0.26 -0.43 -0.16 -0.24 -0.34 -0.15 -0.28 -0.62 -0.17 -0.35 -0.47 -0.28 -0.17 -0.26 -0.05 -0.27 -0.82 -0.12 -0.85 -0.93 -0.72 -0.42 -0.78 -0.14 -0.96
 1992 12 -0.31 -0.32 -0.30 -0.26 -0.24 -0.29 -0.35 -0.47 -0.31 -0.26 -0.29 -0.25 -0.27 -0.21 -0.35 -0.39 -0.65 -0.32 -0.96 -0.59 -1.57 -0.20 -0.88  0.34 -0.06
 1993  1 -0.34 -0.26 -0.39 -0.38 -0.29 -0.47 -0.30 -0.19 -0.34 -0.34 -0.49 -0.26 -0.40 -0.22 -0.64 -0.29  0.05 -0.38 -1.36 -0.52 -2.69  0.60  0.52  0.65 -0.24
 1993  2 -0.30 -0.35 -0.26 -0.28 -0.29 -0.26 -0.31 -0.47 -0.26 -0.45 -0.63 -0.35 -0.19 -0.16 -0.23 -0.25 -0.39 -0.21 -0.04  0.15 -0.35 -0.10 -0.38  0.12 -1.26
 1993  3 -0.46 -0.43 -0.48 -0.49 -0.41 -0.56 -0.43 -0.47 -0.42 -0.37 -0.46 -0.32 -0.57 -0.40 -0.79 -0.45 -0.48 -0.45 -1.13 -0.38 -2.33 -0.36 -0.69 -0.09 -0.62
 1993  4 -0.33 -0.52 -0.22 -0.46 -0.64 -0.30 -0.19 -0.29 -0.16 -0.13 -0.30 -0.04 -0.62 -0.73 -0.48 -0.25 -0.36 -0.22 -0.39 -0.56 -0.12 -0.33 -0.75  0.01 -1.03
 1993  5 -0.26 -0.40 -0.18 -0.28 -0.32 -0.24 -0.24 -0.56 -0.13 -0.06 -0.09 -0.04 -0.36 -0.36 -0.36 -0.36 -1.00 -0.19  0.38  0.23  0.63 -1.09 -1.91 -0.44 -0.19
 1993  6 -0.12 -0.26 -0.03 -0.17 -0.30 -0.05 -0.06 -0.18 -0.02  0.02 -0.09  0.08 -0.27 -0.37 -0.15 -0.10 -0.26 -0.06 -0.03 -0.30  0.40 -0.36 -0.99  0.14 -0.72
 1993  7 -0.11 -0.14 -0.09 -0.17 -0.24 -0.10 -0.05  0.05 -0.09 -0.02 -0.06  0.00 -0.24 -0.31 -0.15 -0.09  0.14 -0.15  0.12  0.11  0.13 -0.21  0.05 -0.42 -0.69
 1993  8 -0.25 -0.37 -0.19 -0.30 -0.41 -0.19 -0.21 -0.28 -0.19 -0.21 -0.27 -0.18 -0.36 -0.51 -0.17 -0.19 -0.16 -0.20 -0.42 -0.47 -0.33  0.01 -0.16  0.14 -0.51
 1993  9 -0.41 -0.58 -0.32 -0.50 -0.60 -0.40 -0.33 -0.54 -0.26 -0.24 -0.28 -0.21 -0.64 -0.75 -0.50 -0.38 -0.65 -0.31 -0.99 -1.24 -0.59 -0.72 -0.81 -0.66 -0.92
 1993 10 -0.19 -0.30 -0.12 -0.26 -0.36 -0.18 -0.11 -0.19 -0.08  0.04 -0.04  0.09 -0.42 -0.48 -0.35 -0.19 -0.26 -0.17 -0.58 -0.56 -0.62 -0.54 -0.69 -0.42 -0.62
 1993 11 -0.17 -0.42 -0.03 -0.27 -0.54 -0.01 -0.08 -0.19 -0.04  0.16  0.11  0.18 -0.48 -0.77 -0.12 -0.21 -0.39 -0.16 -0.47 -0.75 -0.01 -0.42 -0.97  0.02 -0.86
 1993 12 -0.01 -0.05  0.02 -0.01  0.03 -0.05  0.00 -0.19  0.06  0.26  0.19  0.30 -0.13 -0.02 -0.28 -0.16 -0.52 -0.06 -1.26 -0.98 -1.72 -0.91 -1.35 -0.55  0.09
 1994  1 -0.10 -0.19 -0.04 -0.06 -0.19  0.06 -0.13 -0.18 -0.11  0.04  0.04  0.03 -0.11 -0.28  0.10 -0.22 -0.32 -0.19 -0.56 -0.95  0.07 -0.70 -0.77 -0.65 -0.81
 1994  2 -0.24 -0.72  0.04 -0.29 -0.76  0.15 -0.19 -0.65 -0.04 -0.07 -0.16 -0.02 -0.41 -0.97  0.29 -0.25 -1.02 -0.05 -0.65 -1.33  0.42 -1.15 -1.73 -0.69 -1.18
 1994  3 -0.24 -0.31 -0.20 -0.23 -0.19 -0.26 -0.26 -0.56 -0.16 -0.17 -0.25 -0.13 -0.24 -0.16 -0.35 -0.32 -0.84 -0.18 -1.18 -0.70 -1.95 -0.60 -1.27 -0.07  0.56
 1994  4 -0.16 -0.10 -0.19 -0.11 -0.12 -0.09 -0.21 -0.06 -0.26 -0.13 -0.21 -0.09 -0.09 -0.09 -0.09 -0.26  0.04 -0.34  0.30  0.17  0.52  0.14  0.34 -0.02  0.49
 1994  5 -0.14 -0.13 -0.15  0.01  0.01  0.02 -0.30 -0.39 -0.26 -0.09 -0.20 -0.04  0.07  0.07  0.07 -0.41 -0.55 -0.37 -0.24  0.12 -0.82 -0.58 -1.08 -0.18  0.15
 1994  6  0.00  0.16 -0.09  0.04  0.11 -0.03 -0.04  0.25 -0.14 -0.15 -0.26 -0.10  0.13  0.23 -0.01  0.03  0.67 -0.14 -0.40 -0.33 -0.52  0.53  1.51 -0.24  0.88
 1994  7 -0.03  0.01 -0.06  0.05  0.06  0.04 -0.11 -0.08 -0.13 -0.11 -0.25 -0.04  0.12  0.15  0.08 -0.10  0.07 -0.15  0.09  0.36 -0.34  0.11  0.26 -0.01 -0.35
 1994  8 -0.14 -0.23 -0.09 -0.07 -0.07 -0.08 -0.20 -0.53 -0.09 -0.13 -0.29 -0.05 -0.04  0.03 -0.13 -0.25 -0.81 -0.10 -0.14  0.25 -0.76 -1.68 -1.89 -1.51 -0.20
 1994  9 -0.07 -0.04 -0.08 -0.01  0.01 -0.04 -0.12 -0.12 -0.12  0.00 -0.16  0.07 -0.03  0.08 -0.16 -0.17 -0.13 -0.18 -0.48  0.08 -1.37  0.18  0.01  0.32 -0.07
 1994 10 -0.25 -0.19 -0.28 -0.04 -0.03 -0.05 -0.45 -0.49 -0.44 -0.19 -0.30 -0.14  0.03  0.04  0.01 -0.58 -0.61 -0.57 -0.32  0.16 -1.08 -0.40 -0.32 -0.47 -0.19
 1994 11  0.03  0.15 -0.04  0.12  0.11  0.12 -0.06  0.23 -0.15  0.03  0.01  0.03  0.18  0.18  0.18 -0.12  0.29 -0.23 -1.07 -1.16 -0.92  0.62  0.77  0.51 -0.02
 1994 12  0.03  0.03  0.03 -0.01  0.00 -0.01  0.07  0.10  0.06  0.21  0.03  0.29 -0.11  0.02 -0.26 -0.02  0.07 -0.04 -0.72 -0.29 -1.41 -0.10 -0.56  0.26  1.45
