% contact : Philip Gentry
% he said this is T2LT from MSU, and is the anomaly from seasonal averages
%Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48
 2004 12  0.10  0.03  0.14  0.12 -0.10  0.33  0.07  0.27  0.00  0.27  0.23  0.29  0.04 -0.22  0.36 -0.03  0.34 -0.13 -1.00 -1.21 -0.66  0.50  1.18 -0.04  0.39
 2005  1  0.31  0.28  0.32  0.40  0.24  0.56  0.21  0.35  0.16  0.27  0.18  0.32  0.49  0.30  0.73  0.16  0.38  0.10  1.28  1.02  1.71  0.57  0.87  0.34  1.29
 2005  2  0.19  0.03  0.28  0.17 -0.14  0.47  0.21  0.36  0.16  0.52  0.63  0.46 -0.02 -0.42  0.48  0.06  0.20  0.02  1.27  0.78  2.04 -0.25  0.00 -0.44  0.84
 2005  3  0.22  0.24  0.21  0.39  0.27  0.51  0.06  0.20  0.01  0.46  0.42  0.48  0.34  0.20  0.52 -0.14  0.05 -0.19  1.25  1.03  1.60 -0.06  0.32 -0.37 -0.75
 2005  4  0.36  0.48  0.29  0.57  0.67  0.47  0.16  0.13  0.17  0.38  0.33  0.40  0.65  0.79  0.47  0.06 -0.07  0.10  1.33  1.54  0.98 -0.32 -0.76  0.02  0.29
 2005  5  0.21  0.18  0.23  0.16  0.20  0.12  0.26  0.14  0.31  0.18  0.08  0.23  0.15  0.27  0.00  0.31  0.11  0.36  1.31  1.49  1.02 -0.05 -0.28  0.13 -0.74
 2005  6  0.23  0.25  0.22  0.30  0.24  0.35  0.16  0.27  0.13  0.28  0.29  0.27  0.30  0.25  0.36  0.11  0.19  0.09  0.68  0.45  1.03  0.30  0.23  0.35  0.11
 2005  7  0.28  0.30  0.27  0.34  0.27  0.41  0.22  0.34  0.17  0.32  0.22  0.37  0.36  0.31  0.44  0.15  0.41  0.09  0.39  0.26  0.60  0.04  0.17 -0.05  0.54
 2005  8  0.14  0.11  0.16  0.17  0.12  0.22  0.11  0.08  0.12  0.18  0.19  0.17  0.17  0.11  0.25  0.07 -0.03  0.10  0.27  0.31  0.20  0.14 -0.55  0.68 -0.08
 2005  9  0.33  0.36  0.31  0.33  0.38  0.28  0.33  0.33  0.33  0.29  0.28  0.30  0.33  0.41  0.23  0.37  0.40  0.36 -0.20  0.08 -0.65  0.37  0.72  0.08  0.71
 2005 10  0.36  0.52  0.27  0.39  0.54  0.25  0.33  0.49  0.28  0.12  0.15  0.10  0.55  0.69  0.36  0.43  0.69  0.37  0.69  0.88  0.40  1.14  1.27  1.04  0.83
 2005 11  0.32  0.48  0.22  0.40  0.57  0.24  0.23  0.31  0.21  0.19  0.20  0.19  0.49  0.67  0.27  0.27  0.42  0.23  1.33  1.65  0.81  0.56  0.59  0.54  0.60
 2005 12  0.19  0.40  0.07  0.29  0.36  0.21  0.10  0.46 -0.03  0.10  0.14  0.07  0.35  0.40  0.29  0.13  0.82 -0.05  1.55  1.58  1.49  1.08  1.86  0.47 -0.14
 2006  1  0.20  0.15  0.23  0.28  0.14  0.41  0.12  0.18  0.10  0.02  0.24 -0.10  0.39  0.05  0.81  0.21  0.29  0.19  0.76 -0.45  2.68  0.07  0.00  0.13  2.10
 2006  2  0.24  0.43  0.13  0.48  0.55  0.40  0.00  0.19 -0.06  0.16  0.35  0.07  0.63  0.58  0.69 -0.07  0.15 -0.13  1.82  1.46  2.38  0.02  0.08 -0.02 -0.06
 2006  3  0.20  0.27  0.16  0.29  0.35  0.23  0.12  0.12  0.11 -0.04  0.02 -0.07  0.50  0.46  0.55  0.17  0.22  0.15  1.03  0.76  1.47  0.00  0.18 -0.14 -0.09
 2006  4  0.14  0.13  0.15  0.23  0.19  0.26  0.06  0.03  0.08 -0.10 -0.12 -0.09  0.37  0.27  0.50  0.17  0.18  0.17 -0.13 -0.68  0.74  0.06  0.13  0.01  1.91
 2006  5 -0.02 -0.09  0.02  0.16  0.19  0.13 -0.21 -0.65 -0.06 -0.17 -0.27 -0.12  0.32  0.33  0.31 -0.21 -0.93 -0.02  0.70  0.63  0.82 -1.19 -1.74 -0.76  0.71
 2006  6  0.14  0.23  0.08  0.21  0.37  0.06  0.06 -0.04  0.09  0.07  0.01  0.10  0.29  0.48  0.05  0.05 -0.08  0.08  0.51  0.87 -0.06 -0.14 -0.40  0.06  0.52
 2006  7  0.15  0.13  0.17  0.22  0.22  0.22  0.09 -0.05  0.13  0.25  0.28  0.24  0.18  0.18  0.18  0.02 -0.27  0.10  0.11  0.07  0.16 -0.84 -1.51 -0.30  0.97
 2006  8  0.20  0.31  0.14  0.16  0.15  0.17  0.25  0.63  0.12  0.17  0.12  0.19  0.16  0.16  0.15  0.29  1.03  0.09  0.28  0.47 -0.01  0.84  1.78  0.11  0.10
 2006  9  0.25  0.26  0.25  0.31  0.37  0.26  0.19  0.05  0.24  0.12  0.01  0.18  0.42  0.48  0.34  0.22  0.09  0.26  1.36  1.52  1.10 -0.09 -0.42  0.17 -0.97
 2006 10  0.32  0.32  0.32  0.28  0.26  0.30  0.36  0.45  0.33  0.29  0.23  0.32  0.28  0.27  0.29  0.39  0.62  0.32  0.51  0.23  0.95  0.59  0.52  0.65 -0.68
 2006 11  0.20  0.29  0.15  0.21  0.23  0.19  0.19  0.40  0.12  0.14  0.06  0.18  0.26  0.31  0.21  0.20  0.64  0.08  0.52  0.38  0.75  0.34  0.66  0.10  0.42
 2006 12  0.22  0.34  0.15  0.45  0.61  0.29  0.00 -0.18  0.06  0.36  0.24  0.43  0.49  0.73  0.18 -0.19 -0.52 -0.10  0.83  0.96  0.62 -0.88 -1.09 -0.71  1.23
 2007  1  0.42  0.72  0.25  0.59  0.87  0.33  0.25  0.43  0.19  0.51  0.44  0.54  0.65  1.03  0.18  0.10  0.38  0.02  0.36  0.91 -0.53  0.40  0.72  0.14 -0.10
 2007  2  0.26  0.37  0.20  0.46  0.50  0.42  0.06  0.10  0.05  0.30  0.39  0.25  0.53  0.50  0.57 -0.05 -0.05 -0.05  0.82  0.11  1.98 -0.28 -0.40 -0.19 -0.56
 2007  3  0.29  0.51  0.16  0.44  0.56  0.33  0.14  0.43  0.04  0.16  0.21  0.13  0.57  0.65  0.48  0.14  0.66  0.01  0.20  0.12  0.31  0.31  0.73 -0.03  2.14
 2007  4  0.20  0.44  0.06  0.35  0.48  0.22  0.06  0.35 -0.04  0.08  0.18  0.03  0.48  0.59  0.34  0.04  0.45 -0.06  1.73  1.87  1.51  0.27  0.67 -0.05  0.00
 2007  5  0.21  0.47  0.05  0.23  0.37  0.11  0.18  0.67  0.02  0.15  0.23  0.11  0.26  0.41  0.08  0.21  1.03 -0.01 -0.20 -0.20 -0.20  0.96  2.31 -0.11  0.66
 2007  6  0.20  0.32  0.13  0.28  0.33  0.23  0.12  0.29  0.07  0.17  0.23  0.14  0.34  0.38  0.28  0.09  0.29  0.04  1.01  0.66  1.57  0.76  1.27  0.36  0.19
 2007  7  0.21  0.31  0.15  0.22  0.27  0.18  0.20  0.40  0.14  0.19  0.20  0.19  0.24  0.31  0.14  0.21  0.52  0.13  0.68  0.70  0.66  0.94  1.48  0.52  0.48
 2007  8  0.21  0.27  0.17  0.18  0.28  0.10  0.24  0.27  0.23  0.01  0.06 -0.02  0.31  0.39  0.22  0.32  0.32  0.32  0.54  0.51  0.59  0.10  0.27 -0.04  0.74
 2007  9  0.17  0.28  0.10  0.17  0.21  0.14  0.16  0.41  0.08  0.14  0.19  0.11  0.22  0.26  0.17  0.15  0.46  0.06 -0.31 -0.37 -0.20 -0.63 -0.42 -0.79  0.46
 2007 10  0.19  0.31  0.12  0.24  0.37  0.11  0.14  0.19  0.12 -0.11  0.00 -0.17  0.44  0.51  0.35  0.24  0.29  0.23  0.83  0.92  0.69  0.10  0.08  0.12  1.36
 2007 11  0.10  0.17  0.06  0.08  0.16  0.01  0.11  0.21  0.08 -0.10  0.03 -0.17  0.18  0.20  0.17  0.22  0.34  0.19  0.45  0.50  0.38  0.70  0.95  0.50  0.29
 2007 12  0.00 -0.01  0.00  0.04  0.12 -0.03 -0.05 -0.26  0.02 -0.24 -0.03 -0.35  0.16  0.14  0.20  0.07 -0.37  0.19  0.69  0.51  0.99 -0.59 -1.04 -0.24  0.00
 2008  1 -0.24 -0.32 -0.20 -0.30 -0.39 -0.22 -0.18 -0.20 -0.18 -0.35 -0.14 -0.45 -0.27 -0.47 -0.01 -0.11 -0.24 -0.08 -0.17 -0.09 -0.31 -0.71 -1.03 -0.46 -1.00
 2008  2 -0.20 -0.24 -0.18 -0.04 -0.08  0.00 -0.36 -0.53 -0.30 -0.49 -0.29 -0.59  0.19 -0.03  0.47 -0.28 -0.68 -0.17  0.01 -0.29  0.49 -0.82 -1.32 -0.43  0.17
 2008  3 -0.03  0.49 -0.33  0.29  0.81 -0.20 -0.34 -0.13 -0.41 -0.54 -0.31 -0.66  0.69  1.11  0.16 -0.20  0.17 -0.31  0.26  0.56 -0.22 -0.06  0.47 -0.49 -0.71
 2008  4  0.01  0.18 -0.09  0.20  0.24  0.15 -0.18  0.07 -0.26 -0.46 -0.32 -0.54  0.52  0.42  0.64  0.00  0.40 -0.11  0.32  0.01  0.83  1.10  1.73  0.60 -0.27
 2008  5 -0.17 -0.02 -0.26 -0.09  0.05 -0.23 -0.25 -0.15 -0.28 -0.45 -0.33 -0.52  0.07  0.15 -0.02 -0.12  0.06 -0.17  0.91  1.03  0.71  0.38  0.38  0.37 -0.52
 2008  6 -0.10 -0.08 -0.12 -0.10  0.04 -0.23 -0.11 -0.31 -0.04 -0.17 -0.06 -0.22 -0.05  0.07 -0.20 -0.09 -0.50  0.02  0.02  0.09 -0.11 -1.30 -1.78 -0.91 -0.38
 2008  7  0.01  0.09 -0.04  0.01  0.07 -0.04  0.01  0.12 -0.03 -0.06  0.03 -0.10  0.07  0.10  0.02  0.02  0.14 -0.01  0.07  0.04  0.12 -0.11 -0.31  0.05 -0.08
 2008  8 -0.02 -0.02 -0.02  0.07  0.20 -0.04 -0.12 -0.45 -0.01 -0.10  0.03 -0.17  0.20  0.28  0.09 -0.16 -0.93  0.04  0.57  0.47  0.73 -0.66 -1.48 -0.01 -0.08
 2008  9  0.17  0.17  0.17  0.17  0.13  0.21  0.17  0.25  0.14  0.10  0.19  0.05  0.23  0.13  0.35  0.18  0.25  0.16  0.71  0.44  1.16  0.02 -0.10  0.12 -0.02
 2008 10  0.16  0.37  0.03  0.24  0.46  0.03  0.08  0.20  0.04  0.12  0.21  0.08  0.34  0.57  0.05  0.02  0.12 -0.01  0.25  0.62 -0.33 -0.49 -0.66 -0.36  0.38
 2008 11  0.19  0.35  0.10  0.28  0.48  0.09  0.10  0.08  0.11  0.12  0.27  0.05  0.36  0.54  0.12  0.10 -0.05  0.14  0.43  0.60  0.16 -0.37 -0.49 -0.26  0.36
 2008 12  0.13  0.13  0.13  0.36  0.24  0.47 -0.10 -0.10 -0.10 -0.02  0.14 -0.11  0.55  0.25  0.94 -0.14 -0.23 -0.11  0.87  0.39  1.64 -0.81 -0.94 -0.70  0.04
 2009  1  0.18  0.32  0.10  0.35  0.45  0.25  0.02  0.06  0.00 -0.12  0.10 -0.23  0.60  0.54  0.68  0.08  0.10  0.08  1.14  0.97  1.41 -0.18 -0.18 -0.18  0.42
 2009  2  0.20  0.46  0.05  0.47  0.63  0.31 -0.07  0.13 -0.13 -0.05  0.17 -0.16  0.70  0.70  0.71 -0.04  0.33 -0.14  0.61  0.21  1.25 -0.20  0.42 -0.69  0.68
 2009  3  0.13  0.30  0.03  0.22  0.29  0.14  0.05  0.32 -0.04 -0.13  0.07 -0.24  0.44  0.36  0.53  0.11  0.53  0.00  0.11 -0.07  0.38  0.53  0.81  0.31  0.57
 2009  4  0.09  0.22  0.02  0.15  0.25  0.05  0.03  0.15 -0.01  0.06  0.11  0.03  0.20  0.28  0.09  0.02  0.23 -0.03  0.27  0.65 -0.33 -0.37 -0.14 -0.55 -0.19
 2009  5  0.08  0.15  0.04  0.03  0.05  0.02  0.13  0.33  0.06  0.00  0.03 -0.02  0.04  0.03  0.05  0.21  0.65  0.09  0.35  0.06  0.81  0.92  1.59  0.39  0.14
 2009  6  0.02  0.04  0.01 -0.07 -0.08 -0.06  0.11  0.28  0.05  0.16  0.24  0.13 -0.21 -0.20 -0.22  0.09  0.35  0.03  0.04  0.23 -0.26  0.33  0.70  0.03 -0.39
 2009  7  0.37  0.33  0.40  0.11  0.02  0.20  0.63  0.93  0.53  0.49  0.49  0.49 -0.08 -0.15  0.00  0.71  1.32  0.54  0.11 -0.11  0.46  1.84  2.82  1.07 -0.87
 2009  8  0.21  0.24  0.19  0.15  0.03  0.26  0.26  0.65  0.13  0.41  0.48  0.37 -0.01 -0.13  0.14  0.21  0.83  0.05 -0.05 -0.07 -0.03  0.59  0.62  0.57 -0.38
 2009  9  0.41  0.54  0.34  0.48  0.60  0.35  0.35  0.41  0.33  0.57  0.65  0.54  0.40  0.59  0.16  0.26  0.21  0.27  0.44  0.76 -0.08 -0.27  0.04 -0.51  0.65
 2009 10  0.28  0.17  0.34  0.27  0.17  0.37  0.29  0.18  0.33  0.36  0.36  0.36  0.19  0.09  0.33  0.29  0.08  0.34  0.55  0.31  0.94  0.18  0.11  0.23 -1.28
 2009 11  0.41  0.49  0.36  0.35  0.39  0.32  0.46  0.68  0.38  0.44  0.44  0.44  0.32  0.38  0.24  0.46  0.89  0.35  0.37 -0.02  1.00  1.25  1.39  1.14  1.20
 2009 12  0.25  0.23  0.26  0.29  0.22  0.37  0.21  0.27  0.18  0.47  0.44  0.49  0.18  0.10  0.28  0.09  0.23  0.05  1.66  1.06  2.61  0.09  0.27 -0.05 -1.29
 2010  1  0.59  0.80  0.46  0.75  0.92  0.58  0.42  0.56  0.38  0.65  0.68  0.63  0.74  0.93  0.49  0.37  0.67  0.29  1.56  1.65  1.42  0.68  1.05  0.38 -0.30
 2010  2  0.55  0.74  0.44  0.63  0.75  0.52  0.47  0.73  0.38  0.76  0.92  0.67  0.51  0.63  0.36  0.36  0.71  0.27  1.92  1.60  2.43  0.80  1.18  0.49 -1.72
 2010  3  0.58  0.75  0.48  0.72  0.82  0.64  0.43  0.63  0.37  0.67  0.71  0.64  0.73  0.82  0.62  0.33  0.64  0.25  1.29  0.82  2.05  0.42  0.69  0.21  0.56
 2010  4  0.41  0.50  0.36  0.61  0.61  0.61  0.22  0.27  0.20  0.60  0.68  0.56  0.59  0.59  0.60  0.03 -0.06  0.06  1.93  1.83  2.11 -0.60 -0.78 -0.46  0.69
 2010  5  0.45  0.52  0.42  0.60  0.63  0.57  0.31  0.30  0.31  0.68  0.77  0.64  0.53  0.58  0.48  0.13 -0.06  0.18  2.14  2.07  2.26 -0.71 -0.67 -0.74 -0.70
 2010  6  0.38  0.31  0.42  0.43  0.48  0.39  0.32 -0.01  0.43  0.45  0.57  0.39  0.47  0.49  0.44  0.21 -0.59  0.43  0.54  0.24  1.03 -1.29 -2.09 -0.65  0.41
 2010  7  0.34  0.27  0.38  0.46  0.58  0.33  0.22 -0.33  0.41  0.30  0.37  0.26  0.56  0.70  0.40  0.15 -1.03  0.47  0.64  1.01  0.04 -1.73 -2.81 -0.88  0.40
 2010  8  0.37  0.39  0.36  0.48  0.60  0.36  0.26 -0.01  0.36  0.21  0.34  0.14  0.66  0.73  0.57  0.25 -0.40  0.43  0.92  0.97  0.84 -0.96 -1.57 -0.48  0.77
 2010  9  0.43  0.43  0.43  0.36  0.43  0.29  0.51  0.43  0.54  0.10  0.27  0.01  0.56  0.55  0.57  0.66  0.37  0.73  0.86  0.60  1.27  0.62  0.39  0.81  0.59
 2010 10  0.28  0.38  0.23  0.24  0.45  0.04  0.33  0.25  0.36 -0.05  0.15 -0.16  0.40  0.55  0.22  0.52  0.32  0.57  1.14  1.01  1.36  0.72  0.75  0.70  0.76
 2010 11  0.21  0.37  0.11  0.32  0.70 -0.05  0.09 -0.28  0.22 -0.28 -0.09 -0.37  0.63  0.94  0.24  0.29 -0.37  0.46  1.03  1.24  0.68 -0.39 -0.61 -0.21  0.06
 2010 12  0.14  0.28  0.06  0.21  0.46 -0.02  0.07 -0.08  0.12 -0.46 -0.24 -0.58  0.55  0.67  0.41  0.36  0.09  0.43  1.23  1.20  1.27 -0.19 -0.04 -0.30 -0.27
 2011  1  0.03  0.05  0.01  0.04  0.02  0.06  0.01  0.10 -0.02 -0.41 -0.17 -0.53  0.25  0.05  0.50  0.26  0.39  0.22  1.65  1.64  1.67 -0.19  0.30 -0.58 -0.98
 2011  2  0.00 -0.11  0.07  0.01 -0.11  0.12  0.00 -0.12  0.04 -0.36 -0.16 -0.46  0.15 -0.16  0.55  0.23  0.09  0.26 -0.19 -0.85  0.86 -0.19  0.15 -0.46 -0.16
 2011  3 -0.07 -0.03 -0.09 -0.01 -0.01 -0.01 -0.12 -0.06 -0.15 -0.35 -0.27 -0.38  0.14  0.05  0.24  0.02  0.19 -0.02  0.68  0.59  0.81  0.27  0.52  0.07  0.17
 2011  4  0.08  0.18  0.02  0.13  0.22  0.05  0.03  0.11  0.00 -0.24 -0.13 -0.30  0.31  0.33  0.28  0.19  0.31  0.16  0.78  0.60  1.07  0.47  1.06  0.00 -0.02
 2011  5  0.10  0.08  0.12  0.09  0.13  0.05  0.12 -0.01  0.17 -0.05  0.08 -0.12  0.13  0.13  0.13  0.25 -0.07  0.33  0.95  0.85  1.12 -0.04  0.02 -0.09 -0.71
 2011  6  0.26  0.31  0.24  0.30  0.41  0.19  0.23  0.10  0.27  0.18  0.34  0.10  0.33  0.42  0.21  0.28 -0.06  0.38  0.94  0.93  0.96 -0.04 -0.46  0.29  0.09
 2011  7  0.35  0.45  0.28  0.29  0.37  0.22  0.40  0.61  0.33  0.18  0.32  0.11  0.36  0.38  0.33  0.51  0.88  0.41  0.57  0.51  0.67  1.51  2.27  0.91  0.77
 2011  8  0.30  0.45  0.22  0.25  0.27  0.23  0.35  0.79  0.21  0.14  0.19  0.12  0.31  0.30  0.33  0.46  1.26  0.24  0.53  0.36  0.80  1.64  2.66  0.84  0.83
 2011  9  0.29  0.39  0.24  0.28  0.38  0.19  0.30  0.41  0.27  0.12  0.08  0.14  0.38  0.49  0.26  0.38  0.66  0.31  0.64  0.63  0.66  1.01  0.84  1.14  0.40
 2011 10  0.08  0.22 -0.01  0.14  0.31 -0.02  0.01  0.06  0.00 -0.15 -0.08 -0.18  0.28  0.42  0.11  0.11  0.22  0.08  0.29  0.48  0.00  0.51  0.82  0.26  0.16
 2011 11  0.09  0.13  0.06  0.08 -0.02  0.16  0.10  0.40  0.00 -0.06 -0.05 -0.06  0.11 -0.03  0.29  0.21  0.83  0.04  0.23 -0.10  0.76  0.85  1.84  0.07  0.15
 2011 12  0.07  0.06  0.07  0.13  0.13  0.13  0.01 -0.07  0.04 -0.03  0.06 -0.08  0.20  0.15  0.26  0.05 -0.15  0.10 -0.19 -0.07 -0.37 -0.44 -0.30 -0.55  0.79
 2012  1 -0.13 -0.22 -0.07 -0.06 -0.20  0.08 -0.20 -0.26 -0.18 -0.26 -0.06 -0.36  0.03 -0.27  0.42 -0.15 -0.38 -0.09  0.79  0.17  1.78 -0.72 -0.80 -0.66  1.35
 2012  2 -0.13 -0.10 -0.15  0.02 -0.07  0.11 -0.28 -0.16 -0.32 -0.33 -0.09 -0.45  0.18 -0.12  0.56 -0.23 -0.06 -0.27  1.73  1.70  1.79  0.18  0.35  0.05  0.84
 2012  3  0.05  0.05  0.05  0.12  0.05  0.19 -0.02  0.06 -0.05 -0.23 -0.20 -0.25  0.34  0.12  0.61  0.06  0.28  0.01  0.07 -0.59  1.12  0.40  0.56  0.28  3.03
 2012  4  0.23  0.45  0.10  0.35  0.65  0.07  0.11  0.05  0.13 -0.25 -0.17 -0.29  0.70  0.95  0.40  0.26  0.15  0.28  1.20  1.37  0.92  0.01  0.31 -0.22  1.50
 2012  5  0.18  0.40  0.05  0.34  0.57  0.13  0.02  0.08  0.00 -0.12 -0.13 -0.11  0.57  0.78  0.31  0.10  0.28  0.06  1.08  1.29  0.74  0.21  0.48  0.00  0.87
 2012  6  0.24  0.29  0.21  0.37  0.63  0.14  0.10 -0.36  0.26 -0.03 -0.04 -0.03  0.57  0.84  0.24  0.18 -0.60  0.39  1.69  1.95  1.27 -0.75 -1.38 -0.25  0.67
 2012  7  0.13  0.10  0.14  0.26  0.41  0.12  0.00 -0.49  0.16  0.15  0.11  0.18  0.33  0.52  0.07 -0.10 -1.04  0.15  0.59  0.80  0.25 -1.39 -2.13 -0.81  0.71
 2012  8  0.20  0.22  0.19  0.21  0.29  0.14  0.19  0.08  0.23  0.06  0.01  0.08  0.32  0.41  0.21  0.23  0.05  0.28  0.27  0.22  0.33 -0.10 -0.39  0.13  0.38
 2012  9  0.34  0.33  0.35  0.35  0.43  0.28  0.33  0.14  0.39  0.15  0.03  0.22  0.49  0.60  0.36  0.38  0.12  0.45  0.84  0.99  0.60 -0.20 -0.61  0.11  0.42
 2012 10  0.34  0.35  0.33  0.31  0.26  0.36  0.37  0.53  0.32  0.11  0.12  0.10  0.43  0.33  0.55  0.49  0.78  0.41  1.03  0.85  1.32  1.22  1.44  1.04 -0.34
 -999 -99 0.14  0.18  0.12  0.20  0.23  0.17  0.08  0.07  0.08  0.06  0.09  0.05  0.27  0.28  0.26  0.09  0.06  0.09  0.47  0.43  0.53 -0.04 -0.04 -0.04  0.24
% 1    2   3     4     5     6      7    8      9     10   11    12    13    14
% Trend    0.14  0.18  0.12  0.20  0.23  0.17  0.08  0.07  0.08  0.06  0.09  0.05  0.27  0.28  0.26  0.09  0.06  0.09  0.47  0.43  0.53 -0.04 -0.04 -0.04  0.24
% Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48
%     
% Trend    0.14  0.18  0.12  0.20  0.23  0.17  0.08  0.07  0.08  0.06  0.09  0.05  0.27  0.28  0.26  0.09  0.06  0.09  0.47  0.43  0.53 -0.04 -0.04 -0.04  0.24
%    
%  NOTE:  New Reference for annual cycle 1981-2010 
%  NOTE:  Version 5.5 as of Oct 2012 
%    
%  GL 85S-85N, NH 0-85N, SH 85S-0, TRPCS 20S-20N
%  NoExt 20N-85N, SoExt 85S-20S, NoPol 60N-85N, SoPol 85S-60S
